Date,Open,High,Low,Close,Adj Close,Volume
2021-02-22,141.539993,142.460007,136.259995,136.669998,134.208038,8985900
2021-02-23,136.029999,136.830002,131.580002,136.130005,133.677780,10364100
2021-02-24,135.059998,135.960007,133.949997,135.649994,133.206421,6360900
2021-02-25,137.600006,139.179993,134.529999,135.539993,133.098419,5674300
2021-02-26,135.899994,136.850006,133.360001,134.779999,132.621170,6650200
2021-03-01,135.639999,139.149994,135.500000,137.649994,135.445206,5717800
2021-03-02,137.559998,138.259995,135.610001,137.020004,134.825302,5292700
2021-03-03,137.089996,137.410004,134.149994,134.259995,132.109497,4888400
2021-03-04,134.000000,135.130005,130.179993,132.039993,129.925079,7181500
2021-03-05,133.539993,133.679993,129.190002,133.350006,131.214096,5957100
2021-03-08,133.639999,135.630005,132.369995,134.559998,132.404709,4983000
2021-03-09,135.509995,138.000000,135.449997,135.949997,133.772446,5977800
2021-03-10,136.500000,138.199997,136.100006,137.589996,135.386185,4519600
2021-03-11,139.179993,142.199997,138.559998,141.190002,138.928513,5696500
2021-03-12,140.000000,140.910004,138.600006,140.449997,138.200363,4143200
2021-03-15,140.699997,145.000000,140.669998,144.940002,142.618439,5413900
2021-03-16,145.880005,146.149994,143.839996,144.649994,142.333069,5623000
2021-03-17,143.199997,146.149994,143.199997,144.820007,142.500381,5134400
2021-03-18,144.369995,146.660004,142.550003,143.169998,140.876785,10188400
2021-03-19,140.000000,142.860001,135.509995,137.490005,135.287766,24980400
2021-03-22,137.630005,138.809998,136.029999,138.270004,136.055298,7537300
2021-03-23,138.490005,140.639999,136.550003,137.119995,134.923691,5582600
2021-03-24,136.449997,137.919998,132.880005,133.160004,131.027130,8157600
2021-03-25,127.050003,129.389999,125.440002,128.639999,126.579529,18475800
2021-03-26,131.600006,133.190002,129.770004,132.990005,130.859863,10010500
2021-03-29,132.940002,133.910004,130.660004,133.490005,131.351837,7153900
2021-03-30,132.350006,133.350006,131.220001,132.949997,130.820511,6026600
2021-03-31,133.089996,134.179993,131.919998,132.889999,130.761459,6878900
2021-04-01,134.690002,134.690002,132.210007,132.529999,130.407211,5720600
2021-04-05,133.100006,135.679993,133.100006,135.119995,132.955688,5508900
2021-04-06,135.440002,137.710007,134.929993,137.160004,134.963058,4670100
2021-04-07,136.990005,138.240005,136.360001,136.539993,134.352982,6646000
2021-04-08,137.279999,137.309998,133.410004,133.679993,131.538788,8748400
2021-04-09,133.940002,135.500000,133.500000,135.449997,133.280441,6056800
2021-04-12,134.750000,136.899994,134.220001,136.639999,134.451385,5638200
2021-04-13,135.600006,135.990005,133.399994,133.539993,131.401031,8778200
2021-04-14,133.539993,134.179993,131.820007,132.259995,130.141541,7354100
2021-04-15,133.000000,134.070007,132.679993,133.669998,131.528961,6284800
2021-04-16,134.710007,134.770004,133.729996,134.309998,132.158722,6852500
2021-04-19,134.300003,134.380005,132.149994,132.570007,130.446594,5613600
2021-04-20,129.169998,129.899994,125.699997,127.110001,125.074036,13268700
2021-04-21,127.589996,130.330002,127.370003,129.899994,127.819344,7110900
2021-04-22,129.889999,130.369995,127.980003,129.179993,127.110870,6442900
2021-04-23,128.929993,130.649994,128.460007,130.190002,128.104691,7489000
2021-04-26,130.490005,131.699997,129.320007,131.600006,129.492096,8217800
2021-04-27,132.000000,132.789993,131.410004,132.110001,129.993942,5833100
2021-04-28,132.259995,132.330002,130.350006,130.710007,128.616364,8195400
2021-04-29,131.770004,134.119995,131.229996,133.259995,131.125519,6612500
2021-04-30,132.440002,133.880005,132.050003,132.619995,130.495773,5643600
2021-05-03,133.369995,134.449997,132.589996,133.029999,130.899200,5053000
2021-05-04,132.229996,132.589996,130.479996,131.550003,129.442917,6129500
2021-05-05,132.699997,134.220001,132.080002,132.210007,130.092361,6234200
2021-05-06,132.600006,133.839996,131.940002,133.490005,131.351837,5201000
2021-05-07,135.000000,139.360001,134.720001,137.809998,135.602646,10566700
2021-05-10,138.000000,138.899994,136.300003,136.399994,134.215225,5669300
2021-05-11,138.380005,138.380005,135.009995,137.119995,134.923691,8045400
2021-05-12,135.419998,136.820007,133.339996,133.389999,131.253433,5865100
2021-05-13,133.699997,135.029999,132.490005,133.610001,131.469925,6284300
2021-05-14,134.339996,136.679993,134.050003,135.929993,133.752747,4367900
2021-05-17,136.330002,137.070007,135.500000,136.410004,134.225082,3934200
2021-05-18,136.440002,137.470001,135.449997,135.559998,133.388687,5664700
2021-05-19,133.479996,133.970001,131.960007,132.960007,130.830322,5582300
2021-05-20,133.779999,134.210007,132.190002,133.270004,131.135376,4934800
2021-05-21,133.830002,134.169998,132.410004,132.660004,130.535126,5329700
2021-05-24,133.100006,134.350006,132.809998,134.059998,131.912720,4313200
2021-05-25,134.940002,135.169998,133.850006,134.320007,132.168549,4885800
2021-05-26,135.199997,137.919998,135.000000,136.889999,134.697388,6781500
2021-05-27,137.550003,138.309998,136.460007,136.559998,134.372650,12882300
2021-05-28,136.240005,137.350006,136.089996,136.460007,134.545227,4153500
2021-06-01,137.850006,138.050003,134.210007,134.509995,132.622574,5577900
2021-06-02,134.589996,135.490005,133.529999,134.169998,132.287338,5226100
2021-06-03,133.199997,134.690002,132.509995,134.169998,132.287338,5027400
2021-06-04,134.500000,134.940002,132.279999,133.740005,131.863373,5217100
2021-06-07,134.000000,135.199997,133.449997,133.949997,132.070435,3765000
2021-06-08,134.690002,134.720001,132.410004,133.350006,131.478851,4915200
2021-06-09,133.619995,134.899994,131.449997,131.839996,129.990036,6448100
2021-06-10,131.500000,132.570007,130.190002,130.979996,129.142105,6584100
2021-06-11,131.500000,131.990005,130.529999,131.940002,130.088638,5414500
2021-06-14,131.699997,132.050003,130.130005,131.360001,129.516769,5743600
2021-06-15,131.539993,131.750000,129.830002,130.289993,128.461761,5168100
2021-06-16,130.300003,131.169998,129.600006,130.399994,128.570221,7915500
2021-06-17,129.240005,129.880005,127.860001,128.919998,127.111008,8568100
2021-06-18,126.680000,129.029999,126.680000,128.410004,126.608170,9784800
2021-06-21,129.240005,130.759995,128.699997,130.080002,128.254715,6288500
2021-06-22,130.830002,132.690002,130.130005,132.479996,130.621033,6043800
2021-06-23,132.809998,133.699997,132.210007,133.100006,131.232361,4566000
2021-06-24,133.899994,134.820007,132.899994,133.600006,131.725327,11420500
2021-06-25,152.410004,154.589996,150.479996,154.350006,152.184189,46285400
2021-06-28,153.919998,154.050003,151.509995,152.360001,150.222107,13133300
2021-06-29,153.259995,156.399994,152.910004,155.949997,153.761719,10279900
2021-06-30,154.789993,155.339996,153.520004,154.490005,152.322220,10281800
2021-07-01,154.070007,158.210007,153.889999,158.000000,155.782974,9011500
2021-07-02,158.210007,159.970001,157.639999,159.740005,157.498550,6396700
2021-07-06,159.919998,160.440002,157.860001,160.110001,157.863358,6671000
2021-07-07,160.160004,161.500000,158.279999,160.160004,157.912659,5408300
2021-07-08,158.169998,160.820007,157.350006,160.630005,158.376053,6081600
2021-07-09,161.690002,161.960007,160.509995,161.000000,158.740875,5002300
2021-07-12,161.639999,162.429993,160.710007,161.820007,159.549347,4992200
2021-07-13,161.350006,162.309998,161.009995,161.589996,159.322571,5747700
2021-07-14,161.869995,162.729996,161.339996,161.539993,159.273270,4928000
2021-07-15,160.860001,162.199997,160.389999,161.690002,159.421188,6432500
2021-07-16,161.619995,161.699997,159.639999,159.850006,157.607010,6603700
2021-07-19,158.149994,158.820007,156.600006,157.869995,155.654785,7377100
2021-07-20,157.259995,160.429993,156.580002,159.740005,157.498550,4629200
2021-07-21,160.500000,161.429993,160.009995,161.080002,158.819763,5393100
2021-07-22,161.110001,163.750000,160.929993,163.679993,161.383240,4851500
2021-07-23,164.350006,166.449997,163.729996,166.360001,164.025635,4217700
2021-07-26,165.710007,166.529999,163.820007,165.089996,162.773453,3858800
2021-07-27,164.820007,165.610001,162.580002,164.570007,162.260803,4359000
2021-07-28,164.490005,165.899994,164.080002,165.460007,163.138275,4093600
2021-07-29,165.899994,167.029999,165.389999,166.990005,164.646820,3605600
2021-07-30,166.589996,167.869995,166.350006,167.509995,165.159515,5364400
2021-08-02,169.059998,169.979996,168.029999,168.750000,166.382111,5532500
2021-08-03,169.220001,171.500000,168.490005,171.229996,168.827332,5718100
2021-08-04,171.360001,172.339996,170.960007,171.910004,169.497772,4646200
2021-08-05,171.410004,174.000000,171.179993,173.850006,171.410599,3824000
2021-08-06,174.360001,174.380005,172.699997,172.800003,170.375290,4088700
2021-08-09,172.500000,173.059998,171.619995,171.770004,169.359741,3612800
2021-08-10,171.559998,173.960007,171.429993,172.270004,169.852722,3747100
2021-08-11,172.000000,173.220001,170.940002,171.270004,168.866760,4078300
2021-08-12,170.889999,171.320007,169.479996,170.639999,168.245590,3997100
2021-08-13,170.449997,171.720001,168.779999,171.690002,169.280869,2966200
2021-08-16,170.699997,172.399994,169.660004,172.360001,169.941467,3530200
2021-08-17,171.539993,171.699997,169.380005,170.660004,168.265320,3602900
2021-08-18,169.750000,171.800003,168.660004,168.809998,166.441269,5487400
2021-08-19,166.960007,167.539993,164.369995,165.589996,163.266434,7336300
2021-08-20,166.270004,168.009995,165.419998,167.789993,165.435577,4039100
2021-08-23,169.449997,170.899994,169.179993,169.720001,167.338531,3796500
2021-08-24,169.600006,170.869995,168.889999,169.979996,167.594849,3133100
2021-08-25,170.000000,170.690002,169.529999,169.839996,167.456818,3003800
2021-08-26,169.380005,169.520004,166.270004,166.919998,164.577789,4069600
2021-08-27,167.270004,168.070007,166.279999,167.580002,165.501190,3012400
2021-08-30,167.889999,168.410004,166.570007,168.029999,165.945602,3537100
2021-08-31,167.550003,167.679993,164.199997,164.740005,162.696442,7545600
2021-09-01,164.919998,166.619995,164.080002,164.559998,162.518646,4706500
2021-09-02,165.240005,165.429993,162.789993,163.669998,161.639709,4632100
2021-09-03,163.199997,164.169998,162.220001,163.289993,161.264404,4254500
2021-09-07,163.699997,163.860001,161.910004,162.639999,160.622467,5648800
2021-09-08,162.000000,162.089996,159.750000,160.710007,158.716415,6591700
2021-09-09,165.259995,166.149994,163.199997,163.339996,161.313812,8414800
2021-09-10,164.250000,165.660004,163.440002,163.589996,161.560684,4252100
2021-09-13,161.559998,162.919998,158.330002,159.520004,157.541199,8814500
2021-09-14,159.169998,159.389999,157.070007,158.759995,156.790588,5323900
2021-09-15,157.500000,158.320007,155.669998,157.910004,155.951172,6827100
2021-09-16,157.589996,159.009995,157.199997,157.600006,155.645004,5085900
2021-09-17,157.960007,161.000000,156.070007,156.419998,154.479614,7944800
2021-09-20,153.729996,155.270004,152.320007,154.250000,152.336548,7041200
2021-09-21,155.089996,156.130005,153.580002,155.020004,153.097000,5857900
2021-09-22,156.789993,158.000000,155.600006,157.440002,155.486984,6844800
2021-09-23,158.710007,160.289993,158.270004,159.580002,157.600433,11981500
2021-09-24,151.039993,151.850006,148.000000,149.589996,147.734344,26913300
2021-09-27,149.509995,149.910004,147.289993,148.039993,146.203568,11479300
2021-09-28,147.339996,147.529999,145.000000,145.300003,143.497574,10692300
2021-09-29,145.710007,147.940002,145.690002,146.020004,144.208664,7794900
2021-09-30,145.880005,147.479996,144.419998,145.229996,143.428436,10133600
2021-10-01,145.220001,148.000000,144.369995,147.059998,145.235733,8112300
2021-10-04,147.059998,147.619995,145.759995,147.139999,145.314728,7951000
2021-10-05,148.000000,151.000000,147.820007,149.460007,147.605972,10881900
2021-10-06,148.000000,149.460007,147.509995,148.800003,146.954163,7610700
2021-10-07,150.300003,153.660004,150.259995,151.850006,149.966309,7958000
2021-10-08,152.220001,152.869995,150.669998,152.479996,150.588501,6333700
2021-10-11,151.990005,153.589996,150.059998,150.279999,148.415787,5551200
2021-10-12,152.419998,153.600006,151.300003,153.350006,151.447723,7408600
2021-10-13,154.320007,156.669998,153.160004,156.300003,154.361115,8456300
2021-10-14,158.179993,158.460007,156.250000,157.139999,155.190689,6024500
2021-10-15,157.800003,158.330002,156.559998,158.009995,156.049911,5532100
2021-10-18,157.309998,159.470001,155.949997,159.429993,157.452271,5765300
2021-10-19,159.679993,159.929993,156.800003,157.820007,155.862274,6198200
2021-10-20,158.500000,158.800003,157.320007,158.449997,156.484451,4487000
2021-10-21,158.449997,162.339996,158.279999,162.179993,160.168167,6121700
2021-10-22,162.279999,164.619995,162.279999,163.479996,161.452042,5323000
2021-10-25,163.229996,164.729996,162.660004,164.220001,162.182877,3878200
2021-10-26,164.820007,165.449997,163.119995,163.789993,161.758194,4711200
2021-10-27,163.649994,164.059998,161.660004,162.350006,160.336075,4163900
2021-10-28,163.009995,164.600006,162.809998,164.460007,162.419891,3762000
2021-10-29,163.059998,167.630005,163.000000,167.289993,165.214783,6740600
2021-11-01,167.800003,168.800003,165.889999,166.330002,164.266693,3610800
2021-11-02,166.759995,168.160004,166.110001,167.830002,165.748093,5038000
2021-11-03,169.000000,172.869995,168.649994,172.500000,170.360168,7176700
2021-11-04,172.210007,175.630005,172.000000,175.440002,173.263702,5460100
2021-11-05,175.729996,179.100006,175.500000,177.509995,175.307999,5892200
2021-11-08,176.350006,176.539993,170.360001,171.850006,169.718216,8301100
2021-11-09,171.250000,173.929993,170.949997,173.820007,171.663788,4343000
2021-11-10,171.229996,172.169998,167.550003,168.259995,166.172745,8185200
2021-11-11,169.600006,169.600006,166.630005,166.970001,164.898758,4994900
2021-11-12,167.500000,169.679993,167.399994,169.089996,166.992447,5126300
2021-11-15,169.699997,170.360001,168.520004,168.850006,166.755447,3856700
2021-11-16,169.250000,174.000000,169.250000,171.830002,169.698486,4401000
2021-11-17,171.600006,172.740005,170.250000,171.740005,169.609589,3940200
2021-11-18,172.330002,173.460007,170.360001,171.350006,169.224442,4044200
2021-11-19,172.149994,177.199997,170.529999,174.880005,172.710632,6145600
2021-11-22,174.979996,177.750000,174.229996,174.240005,172.078598,5906400
2021-11-23,173.050003,173.429993,170.410004,172.149994,170.014481,5302100
2021-11-24,168.490005,172.429993,167.669998,172.029999,169.895966,4637600
2021-11-26,168.059998,169.679993,167.539993,168.020004,165.935730,4751100
2021-11-29,169.830002,171.149994,169.229996,169.869995,167.762772,5448700
2021-11-30,168.789993,171.550003,167.529999,169.240005,167.140610,11033700
2021-12-01,170.889999,173.369995,166.679993,166.699997,164.632111,6618200
2021-12-02,167.279999,170.550003,167.000000,170.000000,167.891159,4398900
2021-12-03,170.619995,172.070007,166.759995,170.240005,168.430359,4878500
2021-12-06,170.830002,171.210007,168.059998,168.910004,167.114517,5636900
2021-12-07,171.110001,173.350006,170.399994,171.289993,169.469208,5898700
2021-12-08,171.220001,171.789993,169.839996,170.250000,168.440277,5614400
2021-12-09,169.289993,171.169998,167.990005,168.100006,166.313126,5171600
2021-12-10,168.500000,170.240005,167.330002,169.059998,167.262924,4791100
2021-12-13,168.809998,169.389999,165.259995,166.839996,165.066528,5972300
2021-12-14,166.289993,167.080002,164.210007,165.399994,163.641815,4872200
2021-12-15,165.000000,165.669998,161.820007,163.899994,162.157745,7144600
2021-12-16,162.699997,165.940002,162.529999,162.720001,160.990326,7138100
2021-12-17,161.630005,162.860001,160.550003,161.360001,159.644775,7705100
2021-12-20,159.339996,159.600006,155.470001,156.979996,155.311325,8411900
2021-12-21,166.690002,171.190002,164.710007,166.630005,164.858749,13862900
2021-12-22,167.240005,169.000000,164.089996,165.440002,163.681396,5811300
2021-12-23,166.250000,167.160004,165.440002,165.669998,163.908936,3876900
2021-12-27,166.520004,167.690002,165.479996,167.580002,165.798660,3769300
2021-12-28,167.800003,168.250000,166.300003,166.419998,164.650970,2658600
2021-12-29,167.070007,169.800003,166.600006,168.779999,166.985886,3830900
2021-12-30,168.309998,170.119995,167.199997,167.490005,165.709625,2666800
2021-12-31,167.559998,167.720001,166.210007,166.669998,164.898346,2752000
2022-01-03,167.529999,167.910004,163.309998,164.669998,162.919586,5670500
2022-01-04,165.880005,167.179993,165.000000,166.389999,164.621292,6064200
2022-01-05,166.490005,167.009995,162.100006,162.250000,160.525299,5021000
2022-01-06,162.089996,163.190002,159.059998,161.039993,159.328156,4144600
2022-01-07,160.770004,161.139999,156.860001,156.970001,155.301453,5108000
2022-01-10,150.520004,151.330002,148.779999,150.440002,148.840851,10439000
2022-01-11,150.479996,150.839996,147.600006,150.300003,148.702347,8175400
2022-01-12,152.130005,153.460007,150.740005,152.210007,150.592041,6351200
2022-01-13,153.199997,153.600006,149.020004,149.589996,147.999878,4990900
2022-01-14,148.389999,148.839996,146.850006,148.179993,146.604858,6030500
2022-01-18,148.059998,148.830002,146.300003,146.949997,145.387939,6931000
2022-01-19,147.759995,149.100006,145.020004,145.110001,143.567490,4823800
2022-01-20,145.460007,147.380005,142.500000,142.729996,141.212799,5366500
2022-01-21,144.320007,146.360001,142.850006,142.949997,141.430466,7553400
2022-01-24,140.809998,146.309998,139.559998,146.000000,144.448044,9733200
2022-01-25,144.970001,147.960007,142.509995,145.479996,143.933563,8195400
2022-01-26,147.779999,148.970001,142.729996,143.990005,142.459427,7444600
2022-01-27,144.990005,147.350006,143.580002,144.639999,143.102509,6396400
2022-01-28,144.119995,146.029999,140.610001,145.910004,144.359009,6130200
2022-01-31,146.270004,148.179993,145.220001,148.070007,146.496048,6932200
2022-02-01,149.500000,149.679993,146.800003,148.220001,146.644455,6695000
2022-02-02,148.350006,149.460007,147.529999,148.710007,147.129257,5491700
2022-02-03,147.399994,148.460007,144.970001,145.309998,143.765381,5240200
2022-02-04,145.369995,146.479996,143.639999,145.389999,143.844528,4313400
2022-02-07,145.300003,146.119995,144.220001,145.139999,143.597183,3877500
2022-02-08,144.740005,145.500000,142.300003,143.529999,142.004288,5829400
2022-02-09,146.110001,147.360001,145.669998,146.259995,144.705276,4551000
2022-02-10,143.960007,147.539993,143.850006,144.820007,143.280594,5142600
2022-02-11,144.759995,145.059998,139.559998,140.179993,138.689911,6710500
2022-02-14,140.080002,143.210007,139.789993,141.589996,140.084915,6841200
2022-02-15,144.220001,146.320007,144.100006,145.580002,144.032516,7820200
2022-02-16,145.020004,146.949997,144.610001,146.490005,144.932831,4817500
2022-02-17,145.539993,146.910004,142.639999,142.800003,141.282059,5202300
2022-02-18,143.369995,143.940002,141.809998,142.949997,141.430466,5177400
2022-02-22,141.589996,141.639999,136.160004,138.190002,136.721069,9604500
2022-02-23,139.660004,140.970001,136.509995,136.830002,135.375519,7636600
2022-02-24,133.000000,137.419998,130.929993,137.169998,135.711899,8417200
2022-02-25,138.130005,139.220001,136.190002,138.800003,137.324585,5424500
2022-02-28,137.059998,138.380005,135.039993,136.550003,135.098511,6613300
2022-03-01,136.720001,136.750000,131.149994,132.220001,130.814529,6534000
2022-03-02,132.979996,136.610001,132.770004,135.679993,134.237732,7743900
2022-03-03,136.740005,136.800003,133.449997,133.970001,132.545914,4576500
2022-03-04,132.509995,133.619995,130.699997,131.179993,130.081726,7084500
2022-03-07,131.000000,131.029999,124.169998,124.440002,123.398163,11383400
2022-03-08,125.239998,125.470001,120.800003,121.209999,120.195198,9089400
2022-03-09,127.379997,129.649994,126.629997,126.949997,125.887138,8845100
2022-03-10,124.019997,126.599998,124.000000,126.029999,124.974846,7167400
2022-03-11,127.010002,127.870003,122.510002,122.629997,121.603310,5882000
2022-03-14,121.529999,122.449997,116.750000,117.570000,116.585678,13884900
2022-03-15,119.839996,120.419998,117.750000,119.400002,118.400360,10431300
2022-03-16,122.849998,126.110001,121.930000,125.190002,124.141884,11100400
2022-03-17,124.940002,127.410004,123.699997,127.410004,126.343292,6845300
2022-03-18,126.849998,131.460007,126.699997,131.240005,130.141235,10350900
2022-03-21,129.720001,132.309998,128.619995,130.190002,129.100021,14388500
2022-03-22,137.279999,139.000000,132.990005,133.089996,131.975739,19731200
2022-03-23,132.639999,135.399994,131.199997,133.000000,131.886490,8068800
2022-03-24,133.750000,134.190002,131.199997,132.080002,130.974182,5853800
2022-03-25,133.050003,133.869995,131.710007,133.699997,132.580627,6287000
2022-03-28,133.759995,134.860001,132.169998,134.809998,133.681351,5804100
2022-03-29,137.850006,139.750000,136.949997,139.139999,137.975082,7275900
2022-03-30,138.979996,139.860001,137.559998,138.539993,137.380112,5545800
2022-03-31,137.830002,138.710007,134.500000,134.559998,133.433441,7206500
2022-04-01,134.449997,135.279999,132.750000,133.520004,132.402145,5807500
2022-04-04,133.050003,135.210007,132.860001,134.339996,133.215271,5307300
2022-04-05,134.039993,134.679993,132.020004,132.300003,131.192368,5707800
2022-04-06,130.050003,130.300003,126.330002,128.360001,127.285339,6961000
2022-04-07,127.430000,129.979996,127.089996,129.380005,128.296814,5320500
2022-04-08,129.440002,129.929993,127.879997,128.149994,127.077095,4877400
2022-04-11,125.099998,126.870003,124.320000,124.980003,123.933640,6365400
2022-04-12,125.199997,128.100006,124.339996,125.040001,123.993134,5146800
2022-04-13,125.040001,127.860001,125.040001,127.489998,126.422615,5119300
2022-04-14,129.080002,134.380005,128.889999,133.460007,132.342651,12811300
2022-04-18,132.000000,133.389999,130.309998,131.630005,130.527969,5298200
2022-04-19,133.089996,137.479996,132.779999,137.050003,135.902588,7346100
2022-04-20,137.960007,138.649994,135.660004,135.869995,134.732452,5309700
2022-04-21,138.550003,139.139999,135.080002,135.460007,134.325912,6562400
2022-04-22,134.330002,134.929993,128.710007,129.070007,127.989410,7321700
2022-04-25,127.800003,128.940002,124.849998,127.940002,126.868858,6512500
2022-04-26,126.949997,127.589996,120.480003,120.519997,119.510979,7977900
2022-04-27,121.089996,124.000000,121.089996,121.239998,120.224945,6007800
2022-04-28,123.169998,127.970001,122.599998,127.050003,125.986320,6551600
