Date,Open,High,Low,Close,Adj Close,Volume
2020-10-12,11889.070313,11939.919922,11559.099609,11671.559570,11671.559570,9902660000
2020-10-19,11732.339844,11778.110352,11369.290039,11548.280273,11548.280273,17034370000
2020-10-26,11440.639648,11545.629883,10822.570313,10911.589844,10911.589844,17156350000
2020-11-02,11010.450195,11924.280273,10830.950195,11895.230469,11895.230469,18077720000
2020-11-09,12046.660156,12108.070313,11424.610352,11829.290039,11829.290039,21996040000
2020-11-16,11847.110352,11950.179688,11760.980469,11854.969727,11854.969727,23785180000
2020-11-23,11916.759766,12236.230469,11796.530273,12205.849609,12205.849609,19663300000
2020-11-30,12224.250000,12464.230469,12027.160156,12464.230469,12464.230469,29764650000
2020-12-07,12461.000000,12607.139648,12214.740234,12377.870117,12377.870117,23561010000
2020-12-14,12447.440430,12809.599609,12432.709961,12755.639648,12755.639648,25663910000
2020-12-21,12596.139648,12841.919922,12525.219727,12804.730469,12804.730469,21410920000
2020-12-28,12914.639648,12973.330078,12821.230469,12888.280273,12888.280273,19994910000
2021-01-04,12958.519531,13208.089844,12543.240234,13201.980469,13201.980469,35428780000
2021-01-11,13048.780273,13220.160156,12949.759766,12998.500000,12998.500000,34521810000
2021-01-18,13132.730469,13567.139648,13078.700195,13543.059570,13543.059570,26350240000
2021-01-25,13681.209961,13728.980469,12985.049805,13070.690430,13070.690430,43496020000
2021-02-01,13226.179688,13878.160156,13132.469727,13856.299805,13856.299805,36053010000
2021-02-08,13937.059570,14109.120117,13845.469727,14095.469727,14095.469727,46450950000
2021-02-15,14152.209961,14175.120117,13714.349609,13874.459961,13874.459961,28239840000
2021-02-22,13714.200195,13757.059570,13003.980469,13192.349609,13192.349609,32182970000
2021-03-01,13406.160156,13601.330078,12397.049805,12920.150391,12920.150391,31147230000
2021-03-08,12904.259766,13433.620117,12599.230469,13319.860352,13319.860352,29885730000
2021-03-15,13323.469727,13620.709961,13039.450195,13215.240234,13215.240234,30372680000
2021-03-22,13278.780273,13455.639648,12786.809570,13138.730469,13138.730469,28104070000
2021-03-29,13103.969727,13487.080078,12922.570313,13480.110352,13480.110352,19268240000
2021-04-05,13594.900391,13905.410156,13582.759766,13900.190430,13900.190430,20711160000
2021-04-12,13854.440430,14062.500000,13783.950195,14052.339844,14052.339844,21425690000
2021-04-19,13984.580078,14062.740234,13698.669922,14016.809570,14016.809570,21400270000
2021-04-26,14052.379883,14211.570313,13941.629883,13962.679688,13962.679688,23477870000
2021-05-03,14031.769531,14042.120117,13439.389648,13752.240234,13752.240234,24589350000
2021-05-10,13687.589844,13687.929688,13002.540039,13429.980469,13429.980469,23030710000
2021-05-17,13368.799805,13616.580078,13072.230469,13470.990234,13470.990234,20357300000
2021-05-24,13557.209961,13820.870117,13551.009766,13748.740234,13748.740234,21438080000
2021-05-31,13829.059570,13836.169922,13548.929688,13814.490234,13814.490234,19040870000
2021-06-07,13802.820313,14069.419922,13784.889648,14069.419922,14069.419922,25315570000
2021-06-14,14083.469727,14196.209961,13903.730469,14030.379883,14030.379883,24337120000
2021-06-21,14047.419922,14414.459961,13960.040039,14360.389648,14360.389648,25205330000
2021-06-28,14417.809570,14649.110352,14417.200195,14639.330078,14639.330078,22640000000
2021-07-05,14661.549805,14755.330078,14371.589844,14701.919922,14701.919922,17496680000
2021-07-12,14743.860352,14803.679688,14413.320313,14427.240234,14427.240234,21558850000
2021-07-19,14235.980469,14846.059570,14178.660156,14836.990234,14836.990234,20882890000
2021-07-26,14821.030273,14863.650391,14503.759766,14672.679688,14672.679688,20608220000
2021-08-02,14758.599609,14896.469727,14584.089844,14835.759766,14835.759766,20505220000
2021-08-09,14855.759766,14894.610352,14692.410156,14822.900391,14822.900391,20215820000
2021-08-16,14771.530273,14794.679688,14423.160156,14714.660156,14714.660156,20062470000
2021-08-23,14776.980469,15144.480469,14776.980469,15129.500000,15129.500000,19050190000
2021-08-30,15165.940430,15380.070313,15165.120117,15363.519531,15363.519531,20278970000
2021-09-06,15375.980469,15403.440430,15111.309570,15115.490234,15115.490234,16764100000
2021-09-13,15211.429688,15215.440430,14984.679688,15043.969727,15043.969727,24192690000
2021-09-20,14758.139648,15085.440430,14530.070313,15047.700195,15047.700195,21403270000
2021-09-27,14954.179688,15003.160156,14324.009766,14566.700195,14566.700195,25596570000
2021-10-04,14493.120117,14755.719727,14181.690430,14579.540039,14579.540039,20754970000
2021-10-11,14540.080078,14904.980469,14441.599609,14897.339844,14897.339844,20413790000
2021-10-18,14839.740234,15222.250000,14833.280273,15090.200195,15090.200195,23505820000
2021-10-25,15142.919922,15504.120117,15070.750000,15498.389648,15498.389648,30106720000
2021-11-01,15541.259766,16053.389648,15470.820313,15971.589844,15971.589844,26592080000
2021-11-08,15995.719727,16038.230469,15543.679688,15860.959961,15860.959961,26684420000
2021-11-15,15894.820313,16121.120117,15778.309570,16057.440430,16057.440430,25869190000
2021-11-22,16120.919922,16212.230469,15456.089844,15491.660156,15491.660156,18701470000
2021-11-29,15719.419922,15833.110352,14931.059570,15085.469727,15085.469727,29106590000
2021-12-06,15117.629883,15796.049805,14931.610352,15630.599609,15630.599609,23788920000
2021-12-13,15621.269531,15637.059570,14960.370117,15169.679688,15169.679688,27359080000
2021-12-20,14933.000000,15697.980469,14860.040039,15653.370117,15653.370117,17227270000
2021-12-27,15696.830078,15901.469727,15643.940430,15644.969727,15644.969727,18250300000
2022-01-03,15732.500000,15852.139648,14877.629883,14935.900391,14935.900391,23621810000
2022-01-10,14751.780273,15319.030273,14530.230469,14893.750000,14893.750000,22722460000
2022-01-17,14681.830078,14740.540039,13764.240234,13768.919922,13768.919922,20699010000
2022-01-24,13481.500000,14002.650391,13094.650391,13770.570313,13770.570313,27938600000
2022-01-31,13812.190430,14504.820313,13767.709961,14098.009766,14098.009766,22917570000
2022-02-07,14118.790039,14509.559570,13733.160156,13791.150391,13791.150391,23742060000
2022-02-14,13768.969727,14163.730469,13465.559570,13548.070313,13548.070313,21783060000
