Date,Open,High,Low,Close,Adj Close,Volume
2020-10-12,129.529999,130.190002,126.110001,128.000000,125.441849,13833300
2020-10-19,129.100006,131.380005,127.050003,129.990005,127.392075,20792500
2020-10-26,129.059998,129.619995,118.800003,120.080002,117.680138,29765100
2020-11-02,122.370003,130.410004,121.099998,128.899994,126.323853,20187100
2020-11-09,135.059998,136.350006,125.629997,128.279999,125.716255,30331600
2020-11-16,129.460007,133.979996,127.370003,132.979996,130.322327,27652800
2020-11-23,134.380005,136.130005,133.089996,134.250000,131.566940,21314400
2020-11-30,133.910004,137.949997,132.690002,137.190002,134.448181,26893200
2020-12-07,137.000000,140.570007,136.229996,137.410004,134.934723,24569100
2020-12-14,138.919998,141.139999,136.199997,137.279999,134.807068,48507200
2020-12-21,144.820007,147.949997,141.089996,141.600006,139.049240,27660900
2020-12-28,142.539993,143.059998,140.369995,141.470001,138.921570,13315900
2021-01-04,142.850006,146.820007,138.320007,146.350006,143.713684,25621900
2021-01-11,146.000000,147.100006,139.880005,140.720001,138.185104,21777300
2021-01-18,140.990005,143.809998,138.410004,139.350006,136.839798,19353900
2021-01-25,138.990005,139.179993,130.270004,133.589996,131.183548,32537600
2021-02-01,135.369995,145.570007,133.300003,145.110001,142.495987,26863400
2021-02-08,145.149994,145.880005,140.899994,142.119995,139.559860,21332000
2021-02-15,143.369995,145.500000,140.210007,142.020004,139.461670,23283300
2021-02-22,141.539993,142.460007,131.580002,134.779999,132.352097,38035400
2021-03-01,135.639999,139.149994,129.190002,133.350006,131.214096,29037500
2021-03-08,133.639999,142.199997,132.369995,140.449997,138.200363,25320100
2021-03-15,140.699997,146.660004,135.509995,137.490005,135.287750,51340100
2021-03-22,137.630005,140.639999,125.440002,132.990005,130.859879,49763800
2021-03-29,132.940002,134.690002,130.660004,132.529999,130.407227,25780000
2021-04-05,133.100006,138.240005,133.100006,135.449997,133.280457,31630200
2021-04-12,134.750000,136.899994,131.820007,134.309998,132.158691,34907800
2021-04-19,134.300003,134.380005,125.699997,130.190002,128.104691,39925100
2021-04-26,130.490005,134.119995,129.320007,132.619995,130.495758,34502400
2021-05-03,133.369995,139.360001,130.479996,137.809998,135.602661,33184400
2021-05-10,138.000000,138.899994,132.490005,135.929993,133.752747,30232000
2021-05-17,136.330002,137.470001,131.960007,132.660004,130.535141,25445700
2021-05-24,133.100006,138.309998,132.809998,136.460007,134.274277,33016300
2021-05-31,137.850006,138.050003,132.279999,133.740005,131.863388,21048500
2021-06-07,134.000000,135.199997,130.190002,131.940002,130.088638,27126900
2021-06-14,131.699997,132.050003,126.680000,128.410004,126.608170,37180100
2021-06-21,129.240005,154.589996,128.699997,154.350006,152.184174,74604200
2021-06-28,153.919998,159.970001,151.509995,159.740005,157.498535,49103200
2021-07-05,159.919998,161.960007,157.350006,161.000000,158.740860,23163200
2021-07-12,161.639999,162.729996,159.639999,159.850006,157.607010,28704100
2021-07-19,158.149994,166.449997,156.580002,166.360001,164.025665,26468600
2021-07-26,165.710007,167.869995,162.580002,167.509995,165.159515,21281400
2021-08-02,169.059998,174.380005,168.029999,172.800003,170.375275,23809500
2021-08-09,172.500000,173.960007,168.779999,171.690002,169.280869,18401500
2021-08-16,170.699997,172.399994,164.369995,167.789993,165.435577,23995900
2021-08-23,169.449997,170.899994,166.270004,167.580002,165.228531,17015400
2021-08-30,167.889999,168.410004,162.220001,163.289993,161.264389,24675800
2021-09-06,163.699997,166.149994,159.750000,163.589996,161.560669,24907400
2021-09-13,161.559998,162.919998,155.669998,156.419998,154.479630,33996200
2021-09-20,153.729996,160.289993,148.000000,149.589996,147.734360,58638700
2021-09-27,149.509995,149.910004,144.369995,147.059998,145.235733,48212400
2021-10-04,147.059998,153.660004,145.759995,152.479996,150.588516,40735300
2021-10-11,151.990005,158.460007,150.059998,158.009995,156.049896,32972700
2021-10-18,157.309998,164.619995,155.949997,163.479996,161.452057,27895200
2021-10-25,163.229996,167.630005,161.660004,167.289993,165.214798,23255900
2021-11-01,167.800003,179.100006,165.889999,177.509995,175.308029,27177800
2021-11-08,176.350006,176.539993,166.630005,169.089996,166.992462,30950500
2021-11-15,169.699997,177.199997,168.520004,174.880005,172.710648,22387700
2021-11-22,174.979996,177.750000,167.539993,168.020004,165.935745,20597200
2021-11-29,169.830002,173.369995,166.679993,170.240005,168.128204,32378000
2021-12-06,170.830002,173.350006,167.330002,169.059998,167.262909,27112700
2021-12-13,168.809998,169.389999,160.550003,161.360001,159.644775,32832300
2021-12-20,159.339996,171.190002,155.470001,165.669998,163.908951,31963000
2021-12-27,166.520004,170.119995,165.479996,166.669998,164.898331,15677600
2022-01-03,167.529999,167.910004,156.860001,156.970001,155.301453,26008300
2022-01-10,150.520004,153.600006,146.850006,148.179993,146.604874,35987000
2022-01-17,148.059998,149.100006,142.500000,142.949997,141.430450,24674700
